"y","type"
-0.00006,"speech"
0.00070,"speech"
-0.00073,"speech"
0.00168,"speech"
0.00009,"speech"
-0.00113,"speech"
-0.00122,"speech"
0.00232,"speech"
0.00024,"speech"
-0.00244,"speech"
0.00189,"speech"
0.00159,"speech"
0.00012,"speech"
-0.00250,"speech"
0.00317,"speech"
-0.00232,"speech"
-0.00003,"speech"
0.00204,"speech"
-0.00244,"speech"
0.00153,"speech"
-0.00143,"speech"
0.00156,"speech"
0.00156,"speech"
-0.00330,"speech"
-0.00089,"speech"
0.00266,"speech"
0.00110,"speech"
-0.00269,"speech"
-0.00079,"speech"
0.00253,"speech"
-0.00162,"speech"
-0.00275,"speech"
0.00461,"speech"
-0.00070,"speech"
-0.00266,"speech"
0.00250,"speech"
0.00293,"speech"
-0.00177,"speech"
-0.00253,"speech"
0.00201,"speech"
0.00043,"speech"
0.00073,"speech"
-0.00040,"speech"
-0.00293,"speech"
0.00153,"speech"
-0.00018,"speech"
0.00046,"speech"
-0.00061,"speech"
0.00107,"speech"
-0.00104,"speech"
-0.00037,"speech"
0.00317,"speech"
0.00024,"speech"
-0.00253,"speech"
-0.00119,"speech"
0.00217,"speech"
0.00177,"speech"
-0.00494,"speech"
-0.00024,"speech"
0.00427,"speech"
-0.00085,"speech"
-0.00290,"speech"
0.00281,"speech"
-0.00009,"speech"
-0.00253,"speech"
-0.00055,"speech"
0.00314,"speech"
0.00186,"speech"
-0.00500,"speech"
-0.00021,"speech"
0.00488,"speech"
-0.00229,"speech"
-0.00342,"speech"
0.00189,"speech"
0.00528,"speech"
-0.00430,"speech"
-0.00299,"speech"
0.00479,"speech"
-0.00070,"speech"
-0.00269,"speech"
-0.00214,"speech"
0.00363,"speech"
0.00140,"speech"
-0.00519,"speech"
-0.00153,"speech"
0.00635,"speech"
0.00146,"speech"
-0.00513,"speech"
0.00064,"speech"
0.00723,"speech"
-0.00400,"speech"
-0.00708,"speech"
0.00458,"speech"
0.00375,"speech"
-0.00339,"speech"
-0.00342,"speech"
0.00266,"speech"
0.00308,"speech"
-0.00412,"speech"
-0.00082,"speech"
0.00250,"speech"
-0.00140,"speech"
0.00180,"speech"
0.00278,"speech"
-0.00415,"speech"
0.00049,"speech"
0.00247,"speech"
-0.00250,"speech"
0.00449,"speech"
-0.00189,"speech"
-0.00156,"speech"
-0.00409,"speech"
0.00241,"speech"
0.00049,"speech"
-0.00208,"speech"
-0.00177,"speech"
0.00052,"speech"
0.00705,"speech"
-0.00305,"speech"
-0.00745,"speech"
0.00629,"speech"
0.00366,"speech"
-0.00241,"speech"
-0.00345,"speech"
0.00143,"speech"
0.00272,"speech"
-0.00345,"speech"
0.00000,"speech"
0.00296,"speech"
-0.00211,"speech"
-0.00375,"speech"
0.00375,"speech"
0.00549,"speech"
-0.00595,"speech"
-0.00497,"speech"
0.00653,"speech"
0.00314,"speech"
-0.00531,"speech"
-0.00272,"speech"
0.00183,"speech"
0.00293,"speech"
0.00119,"speech"
-0.00320,"speech"
0.00168,"speech"
-0.00168,"speech"
-0.00192,"speech"
0.00345,"speech"
0.00061,"speech"
-0.00061,"speech"
-0.00623,"speech"
0.00156,"speech"
0.00525,"speech"
-0.00217,"speech"
-0.00262,"speech"
0.00092,"speech"
0.00452,"speech"
0.00110,"speech"
-0.00311,"speech"
0.00031,"speech"
-0.00061,"speech"
-0.00311,"speech"
0.00491,"speech"
0.00430,"speech"
-0.00537,"speech"
-0.00531,"speech"
0.00385,"speech"
0.00128,"speech"
-0.00031,"speech"
0.00003,"speech"
-0.00195,"speech"
0.00012,"speech"
0.00305,"speech"
-0.00031,"speech"
-0.00397,"speech"
-0.00085,"speech"
0.00189,"speech"
0.00439,"speech"
0.00067,"speech"
0.00043,"speech"
-0.00528,"speech"
0.00000,"speech"
0.00378,"speech"
0.00189,"speech"
-0.00146,"speech"
-0.00763,"speech"
0.00345,"speech"
0.00385,"speech"
-0.00485,"speech"
-0.00095,"speech"
0.00287,"speech"
0.00177,"speech"
-0.00137,"speech"
0.00256,"speech"
-0.00027,"speech"
-0.00204,"speech"
0.00040,"speech"
0.00195,"speech"
-0.00119,"speech"
-0.00058,"speech"
0.00229,"speech"
-0.00211,"speech"
-0.00122,"speech"
-0.00339,"speech"
0.00070,"speech"
0.00421,"speech"
-0.00314,"speech"
0.00220,"speech"
0.00082,"speech"
-0.00174,"speech"
0.00290,"speech"
0.00287,"speech"
-0.00690,"speech"
-0.00327,"speech"
0.00571,"speech"
0.00143,"speech"
-0.00281,"speech"
-0.00165,"speech"
0.00046,"speech"
0.00211,"speech"
-0.00134,"speech"
0.00043,"speech"
0.00125,"speech"
0.00171,"speech"
-0.00067,"speech"
0.00299,"speech"
0.00201,"speech"
-0.00690,"speech"
-0.00568,"speech"
0.00583,"speech"
0.00269,"speech"
-0.00351,"speech"
-0.00351,"speech"
0.00104,"speech"
0.00607,"speech"
0.00238,"speech"
-0.00909,"speech"
-0.00043,"speech"
0.00812,"speech"
-0.00101,"speech"
-0.00220,"speech"
-0.00015,"speech"
-0.00415,"speech"
-0.00171,"speech"
0.00262,"speech"
0.00369,"speech"
0.00143,"speech"
-0.00574,"speech"
-0.00403,"speech"
0.00851,"speech"
0.00409,"speech"
-0.00586,"speech"
-0.00241,"speech"
0.00256,"speech"
0.00229,"speech"
0.00287,"speech"
0.00012,"speech"
-0.00653,"speech"
-0.00156,"speech"
0.00681,"speech"
-0.00116,"speech"
-0.00403,"speech"
0.00516,"speech"
-0.00079,"speech"
-0.00003,"speech"
0.00095,"speech"
-0.00269,"speech"
0.00189,"speech"
-0.00070,"speech"
-0.00467,"speech"
0.00443,"speech"
0.00516,"speech"
-0.00766,"speech"
-0.00369,"speech"
0.00925,"speech"
0.00571,"speech"
-0.00778,"speech"
-0.00400,"speech"
0.00656,"speech"
-0.00037,"speech"
-0.00824,"speech"
-0.00113,"speech"
0.00867,"speech"
0.00330,"speech"
-0.00800,"speech"
-0.00003,"speech"
0.00473,"speech"
-0.00168,"speech"
-0.00446,"speech"
0.00146,"speech"
0.00937,"speech"
-0.00058,"speech"
-0.00851,"speech"
0.00104,"speech"
0.00851,"speech"
-0.00290,"speech"
-0.00812,"speech"
0.00439,"speech"
0.00607,"speech"
-0.00424,"speech"
-0.00415,"speech"
0.00748,"speech"
0.00018,"speech"
-0.00626,"speech"
0.00220,"speech"
0.00327,"speech"
-0.00134,"speech"
-0.00455,"speech"
-0.00229,"speech"
0.00363,"speech"
0.00259,"speech"
-0.00336,"speech"
-0.00156,"speech"
0.00327,"speech"
0.00339,"speech"
-0.00562,"speech"
-0.00070,"speech"
0.00510,"speech"
-0.00238,"speech"
-0.00513,"speech"
0.00403,"speech"
0.00284,"speech"
-0.00592,"speech"
-0.00232,"speech"
0.00711,"speech"
0.00562,"speech"
-0.00800,"speech"
-0.00504,"speech"
0.01105,"speech"
0.00507,"speech"
-0.00818,"speech"
-0.00247,"speech"
0.00378,"speech"
0.00061,"speech"
-0.00174,"speech"
0.00101,"speech"
0.00281,"speech"
-0.00558,"speech"
-0.00156,"speech"
0.00662,"speech"
0.00226,"speech"
-0.00916,"speech"
-0.00391,"speech"
0.00879,"speech"
0.00320,"speech"
-0.00684,"speech"
-0.00461,"speech"
-0.00018,"speech"
0.00333,"speech"
-0.00043,"speech"
0.00070,"speech"
0.00000,"speech"
-0.00073,"speech"
0.00195,"speech"
0.00256,"speech"
8.82026,"finance"
8.83020,"finance"
8.81032,"finance"
8.81032,"finance"
8.83020,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.80040,"finance"
8.81032,"finance"
8.79046,"finance"
8.82026,"finance"
8.81032,"finance"
8.80040,"finance"
8.80040,"finance"
8.80040,"finance"
8.80040,"finance"
8.81032,"finance"
8.81032,"finance"
8.81032,"finance"
8.81032,"finance"
8.82026,"finance"
8.82026,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.83020,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.85006,"finance"
8.84012,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.80040,"finance"
8.82026,"finance"
8.83020,"finance"
8.84012,"finance"
8.83020,"finance"
8.82026,"finance"
8.82026,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.82026,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.83020,"finance"
8.83020,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.82026,"finance"
8.81032,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.84012,"finance"
8.83020,"finance"
8.85006,"finance"
8.84012,"finance"
8.86000,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.86000,"finance"
8.85006,"finance"
8.85006,"finance"
8.86000,"finance"
8.85006,"finance"
8.85006,"finance"
8.86000,"finance"
8.86000,"finance"
8.87986,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86000,"finance"
8.85006,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86992,"finance"
8.86000,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.85006,"finance"
8.86000,"finance"
8.85006,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86000,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.85006,"finance"
8.84012,"finance"
8.85006,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.84012,"finance"
8.83020,"finance"
8.83020,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.82026,"finance"
8.83020,"finance"
8.82026,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.83020,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.84012,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.85006,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.85006,"finance"
8.86000,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86000,"finance"
8.86000,"finance"
8.86000,"finance"
8.86992,"finance"
8.86000,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.86992,"finance"
8.87986,"finance"
8.87986,"finance"
8.87986,"finance"
8.87986,"finance"
8.87986,"finance"
8.87986,"finance"
8.86992,"finance"
8.86992,"finance"
8.87986,"finance"
8.87986,"finance"
8.86992,"finance"
8.87986,"finance"
8.87986,"finance"
8.86992,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.88979,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.88979,"finance"
8.89972,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.87986,"finance"
8.87986,"finance"
8.87986,"finance"
8.86992,"finance"
8.87986,"finance"
8.88979,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.87986,"finance"
8.88979,"finance"
8.89972,"finance"
8.89972,"finance"
8.90966,"finance"
8.90966,"finance"
8.90966,"finance"
8.90966,"finance"
8.90966,"finance"
8.90966,"finance"
8.91959,"finance"
8.91959,"finance"
8.91959,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.90966,"finance"
8.91959,"finance"
8.91959,"finance"
8.91959,"finance"
8.92952,"finance"
8.91959,"finance"
8.92952,"finance"
8.95932,"finance"
8.93946,"finance"
8.93946,"finance"
8.94939,"finance"
8.93946,"finance"
8.93946,"finance"
8.91959,"finance"
8.91959,"finance"
8.89972,"finance"
8.90966,"finance"
8.90966,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.89972,"finance"
8.91959,"finance"
8.90966,"finance"
8.91959,"finance"
8.91959,"finance"
8.92952,"finance"
8.91959,"finance"
8.93946,"finance"
8.92952,"finance"
8.93946,"finance"
8.93946,"finance"
8.93946,"finance"
8.93946,"finance"
8.93946,"finance"
8.93946,"finance"
8.92952,"finance"
8.92952,"finance"
8.92952,"finance"
8.92952,"finance"
8.92952,"finance"
8.92952,"finance"
8.92952,"finance"
8.92952,"finance"
8.94939,"finance"
8.94939,"finance"
8.93946,"finance"
8.91959,"finance"
8.91959,"finance"
8.93946,"finance"
8.94939,"finance"
8.94939,"finance"
8.95932,"finance"
8.95932,"finance"
8.95932,"finance"
8.94939,"finance"
8.93946,"finance"
8.94939,"finance"
8.94939,"finance"
8.93946,"finance"
8.93946,"finance"
8.94939,"finance"
8.95932,"finance"
8.95932,"finance"
8.96925,"finance"
8.96925,"finance"
8.97918,"finance"
8.97918,"finance"
8.98912,"finance"
8.98912,"finance"
8.99905,"finance"
9.00898,"finance"
9.01892,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.01892,"finance"
9.01892,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.00898,"finance"
9.01892,"finance"
9.01892,"finance"
9.01892,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.03878,"finance"
9.03878,"finance"
9.05865,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.05865,"finance"
9.05865,"finance"
9.04871,"finance"
9.05865,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.05865,"finance"
9.05865,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.02885,"finance"
9.02885,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.02885,"finance"
9.03878,"finance"
9.04871,"finance"
9.03878,"finance"
9.02885,"finance"
9.04871,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.03878,"finance"
9.04871,"finance"
9.03878,"finance"
9.03878,"finance"
9.03878,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.05865,"finance"
9.05865,"finance"
9.04871,"finance"
9.05865,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.06858,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.06858,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.08845,"finance"
9.07851,"finance"
9.06858,"finance"
9.06858,"finance"
9.06858,"finance"
9.07851,"finance"
9.06858,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.05865,"finance"
9.06858,"finance"
9.04871,"finance"
9.06858,"finance"
9.06858,"finance"
9.05865,"finance"
9.05865,"finance"
9.04871,"finance"
9.05865,"finance"
9.04871,"finance"
9.02885,"finance"
9.03878,"finance"
9.02885,"finance"
9.05865,"finance"
9.05865,"finance"
9.04871,"finance"
9.04871,"finance"
9.05865,"finance"
9.04871,"finance"
9.03878,"finance"
9.03878,"finance"
9.02885,"finance"
9.03878,"finance"
9.03878,"finance"
9.02885,"finance"
9.02885,"finance"
9.01892,"finance"
9.02885,"finance"
9.01892,"finance"
9.02885,"finance"
9.01892,"finance"
9.01892,"finance"
9.01892,"finance"
9.00898,"finance"
9.01892,"finance"
9.01892,"finance"
9.00898,"finance"
9.01892,"finance"
9.00898,"finance"
8.99905,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
8.99905,"finance"
9.00898,"finance"
9.00898,"finance"
9.01892,"finance"
9.02885,"finance"
9.02885,"finance"
9.03878,"finance"
9.03878,"finance"
9.03878,"finance"
9.03878,"finance"
9.04871,"finance"
9.04871,"finance"
9.03878,"finance"
9.03878,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.03878,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.01892,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.01892,"finance"
9.01892,"finance"
9.01892,"finance"
9.01892,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.01892,"finance"
9.01892,"finance"
9.02885,"finance"
9.02885,"finance"
9.02885,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
8.99905,"finance"
8.99905,"finance"
8.98912,"finance"
8.98912,"finance"
8.98912,"finance"
8.96925,"finance"
8.97918,"finance"
8.98912,"finance"
8.99905,"finance"
8.99905,"finance"
8.99905,"finance"
8.99905,"finance"
8.98912,"finance"
8.99905,"finance"
8.98912,"finance"
8.99905,"finance"
8.99905,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
8.98912,"finance"
8.97918,"finance"
8.97918,"finance"
8.97918,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.00898,"finance"
9.05865,"finance"
9.07851,"finance"
9.07851,"finance"
9.07851,"finance"
9.10831,"finance"
9.09838,"finance"
9.10831,"finance"
9.08845,"finance"
9.09838,"finance"
9.09838,"finance"
9.10831,"finance"
9.09838,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.08845,"finance"
9.09838,"finance"
9.09838,"finance"
9.11824,"finance"
9.11824,"finance"
9.10831,"finance"
9.10831,"finance"
9.09838,"finance"
9.09838,"finance"
9.09838,"finance"
9.09838,"finance"
9.09838,"finance"
9.08845,"finance"
9.08845,"finance"
9.09838,"finance"
9.08845,"finance"
9.09838,"finance"
9.08845,"finance"
9.07851,"finance"
9.08845,"finance"
9.09838,"finance"
9.08845,"finance"
9.08845,"finance"
9.07851,"finance"
9.05865,"finance"
9.05865,"finance"
9.07851,"finance"
9.08845,"finance"
9.08845,"finance"
9.09838,"finance"
9.09838,"finance"
9.11824,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.08845,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.10831,"finance"
9.09838,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.09838,"finance"
9.09838,"finance"
9.10831,"finance"
9.09838,"finance"
9.11824,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.09838,"finance"
9.09838,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.13811,"finance"
9.13811,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.10831,"finance"
9.11824,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.10831,"finance"
9.11824,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.09838,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.09838,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.10831,"finance"
9.11824,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.09838,"finance"
9.10831,"finance"
9.09838,"finance"
9.10831,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.11824,"finance"
9.11824,"finance"
9.12817,"finance"
9.11824,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.12817,"finance"
9.13811,"finance"
9.12817,"finance"
9.13811,"finance"
9.12817,"finance"
9.13811,"finance"
9.12817,"finance"
9.13811,"finance"
9.13811,"finance"
9.12817,"finance"
9.13811,"finance"
9.13811,"finance"
9.12817,"finance"
9.13811,"finance"
9.13811,"finance"
