"y","type"
0.00894,"speech"
0.00208,"speech"
0.00378,"speech"
0.00586,"speech"
0.00708,"speech"
0.00345,"speech"
0.00610,"speech"
0.00262,"speech"
0.00195,"speech"
0.00143,"speech"
0.00443,"speech"
0.00696,"speech"
0.01111,"speech"
0.00760,"speech"
0.00119,"speech"
-0.00082,"speech"
0.00220,"speech"
0.00146,"speech"
0.00092,"speech"
0.00183,"speech"
-0.00076,"speech"
-0.00311,"speech"
-0.00156,"speech"
-0.00137,"speech"
-0.00226,"speech"
-0.00357,"speech"
-0.00076,"speech"
0.00098,"speech"
-0.00024,"speech"
-0.00180,"speech"
-0.00253,"speech"
-0.00500,"speech"
-0.00516,"speech"
-0.00562,"speech"
-0.00629,"speech"
-0.00912,"speech"
-0.01071,"speech"
-0.00949,"speech"
-0.00839,"speech"
-0.01123,"speech"
-0.01218,"speech"
-0.00885,"speech"
-0.00266,"speech"
-0.00195,"speech"
-0.00848,"speech"
-0.01291,"speech"
-0.01169,"speech"
-0.00772,"speech"
-0.00296,"speech"
-0.00186,"speech"
-0.00546,"speech"
-0.01041,"speech"
-0.00900,"speech"
-0.00305,"speech"
0.00125,"speech"
0.00397,"speech"
0.00909,"speech"
0.00977,"speech"
0.00888,"speech"
0.00931,"speech"
0.01257,"speech"
0.01294,"speech"
0.01233,"speech"
0.01535,"speech"
0.01422,"speech"
0.00949,"speech"
0.00446,"speech"
0.00519,"speech"
0.00403,"speech"
0.00537,"speech"
0.00290,"speech"
0.00662,"speech"
0.00381,"speech"
0.00021,"speech"
-0.00024,"speech"
0.00589,"speech"
0.00626,"speech"
0.00430,"speech"
0.00555,"speech"
0.00610,"speech"
0.00195,"speech"
0.00024,"speech"
0.00275,"speech"
0.00000,"speech"
-0.00137,"speech"
-0.00012,"speech"
0.00052,"speech"
-0.00171,"speech"
-0.00266,"speech"
-0.00235,"speech"
-0.00131,"speech"
-0.00092,"speech"
-0.00104,"speech"
-0.00104,"speech"
-0.00162,"speech"
-0.00226,"speech"
-0.00421,"speech"
-0.00436,"speech"
-0.00739,"speech"
-0.00928,"speech"
-0.00900,"speech"
-0.00940,"speech"
-0.01205,"speech"
-0.01279,"speech"
-0.01456,"speech"
-0.01584,"speech"
-0.01199,"speech"
-0.00598,"speech"
-0.00458,"speech"
-0.00815,"speech"
-0.00925,"speech"
-0.00998,"speech"
-0.00848,"speech"
-0.00589,"speech"
-0.00455,"speech"
-0.00607,"speech"
-0.00400,"speech"
-0.00052,"speech"
0.00299,"speech"
0.00790,"speech"
0.01147,"speech"
0.01099,"speech"
0.00983,"speech"
0.01428,"speech"
0.01730,"speech"
0.01477,"speech"
0.01425,"speech"
0.01773,"speech"
0.01456,"speech"
0.00647,"speech"
0.00128,"speech"
0.00021,"speech"
0.00064,"speech"
0.00305,"speech"
0.00497,"speech"
0.00278,"speech"
-0.00327,"speech"
-0.00311,"speech"
0.00043,"speech"
0.00552,"speech"
0.00607,"speech"
0.00684,"speech"
0.00519,"speech"
0.00421,"speech"
0.00186,"speech"
0.00681,"speech"
0.00464,"speech"
0.00238,"speech"
-0.00015,"speech"
0.00299,"speech"
0.00089,"speech"
-0.00040,"speech"
-0.00220,"speech"
-0.00162,"speech"
-0.00305,"speech"
-0.00125,"speech"
-0.00180,"speech"
-0.00281,"speech"
-0.00378,"speech"
-0.00412,"speech"
-0.00464,"speech"
-0.00607,"speech"
-0.00784,"speech"
-0.00903,"speech"
-0.00909,"speech"
-0.01028,"speech"
-0.01270,"speech"
-0.01422,"speech"
-0.01483,"speech"
-0.01544,"speech"
-0.01425,"speech"
-0.00845,"speech"
-0.00598,"speech"
-0.00803,"speech"
-0.01260,"speech"
-0.01205,"speech"
-0.00903,"speech"
-0.00491,"speech"
-0.00317,"speech"
0.00055,"speech"
0.00146,"speech"
0.00235,"speech"
0.00784,"speech"
0.01508,"speech"
0.01443,"speech"
0.00998,"speech"
0.01532,"speech"
0.01706,"speech"
0.01697,"speech"
0.01630,"speech"
0.01639,"speech"
0.00986,"speech"
0.00797,"speech"
0.00415,"speech"
-0.00040,"speech"
-0.00507,"speech"
-0.00046,"speech"
0.00198,"speech"
0.00272,"speech"
0.00153,"speech"
0.00079,"speech"
-0.00168,"speech"
0.00061,"speech"
0.00430,"speech"
0.00760,"speech"
0.00601,"speech"
0.00409,"speech"
0.00412,"speech"
0.00424,"speech"
0.00366,"speech"
0.00687,"speech"
0.00562,"speech"
0.00073,"speech"
-0.00098,"speech"
0.00095,"speech"
-0.00064,"speech"
-0.00159,"speech"
-0.00049,"speech"
-0.00070,"speech"
-0.00281,"speech"
-0.00311,"speech"
-0.00504,"speech"
-0.00769,"speech"
-0.00787,"speech"
-0.00677,"speech"
-0.00787,"speech"
-0.01004,"speech"
-0.01202,"speech"
-0.01312,"speech"
-0.01349,"speech"
-0.01471,"speech"
-0.01529,"speech"
-0.01279,"speech"
-0.01074,"speech"
-0.01318,"speech"
-0.01108,"speech"
-0.00659,"speech"
-0.00659,"speech"
-0.00955,"speech"
-0.00854,"speech"
-0.00745,"speech"
-0.00574,"speech"
-0.00116,"speech"
0.00562,"speech"
0.01025,"speech"
0.01169,"speech"
0.01215,"speech"
0.01526,"speech"
0.01801,"speech"
0.01700,"speech"
0.01523,"speech"
0.02216,"speech"
0.02341,"speech"
0.01590,"speech"
0.00714,"speech"
0.00449,"speech"
-0.00211,"speech"
-0.00354,"speech"
-0.00131,"speech"
0.00040,"speech"
-0.00583,"speech"
-0.00388,"speech"
-0.00232,"speech"
-0.00354,"speech"
-0.00439,"speech"
0.00186,"speech"
0.00470,"speech"
0.00751,"speech"
0.00931,"speech"
0.00900,"speech"
0.00540,"speech"
0.00299,"speech"
0.00244,"speech"
0.00504,"speech"
0.00989,"speech"
0.00830,"speech"
0.00125,"speech"
-0.00284,"speech"
-0.00262,"speech"
-0.00159,"speech"
-0.00079,"speech"
-0.00116,"speech"
-0.00281,"speech"
-0.00415,"speech"
-0.00555,"speech"
-0.00723,"speech"
-0.00958,"speech"
-0.00998,"speech"
-0.00919,"speech"
-0.00891,"speech"
-0.01074,"speech"
-0.01453,"speech"
-0.01871,"speech"
-0.01944,"speech"
-0.01706,"speech"
-0.01288,"speech"
-0.00916,"speech"
-0.01111,"speech"
-0.01520,"speech"
-0.01328,"speech"
-0.00906,"speech"
-0.00781,"speech"
-0.00858,"speech"
-0.00262,"speech"
0.00525,"speech"
0.01239,"speech"
0.01538,"speech"
0.01440,"speech"
0.01373,"speech"
0.01965,"speech"
0.02664,"speech"
0.02765,"speech"
0.02301,"speech"
0.01770,"speech"
0.01392,"speech"
0.00995,"speech"
0.00699,"speech"
0.00159,"speech"
-0.00406,"speech"
-0.00735,"speech"
-0.00729,"speech"
-0.00928,"speech"
-0.01019,"speech"
-0.00958,"speech"
-0.00699,"speech"
-0.00403,"speech"
-0.00018,"speech"
0.00107,"speech"
0.00159,"speech"
0.00482,"speech"
0.01144,"speech"
0.01434,"speech"
0.01239,"speech"
0.01160,"speech"
0.01401,"speech"
0.01196,"speech"
0.00574,"speech"
0.00287,"speech"
0.00327,"speech"
0.00125,"speech"
-0.00150,"speech"
-0.00330,"speech"
-0.00739,"speech"
-0.01041,"speech"
-0.00912,"speech"
-0.00641,"speech"
-0.00754,"speech"
-0.00699,"speech"
-0.00693,"speech"
-0.00748,"speech"
-0.00903,"speech"
-0.01007,"speech"
-0.01239,"speech"
-0.01266,"speech"
-0.01373,"speech"
-0.01508,"speech"
-0.01614,"speech"
-0.01294,"speech"
-0.01355,"speech"
-0.01404,"speech"
-0.01392,"speech"
-0.01178,"speech"
-0.01126,"speech"
-0.01114,"speech"
-0.00891,"speech"
-0.00009,"speech"
0.01022,"speech"
0.01770,"speech"
0.01633,"speech"
0.01587,"speech"
0.01849,"speech"
0.02258,"speech"
0.02539,"speech"
0.02850,"speech"
0.02557,"speech"
0.01889,"speech"
0.01303,"speech"
0.01004,"speech"
0.00113,"speech"
-0.00446,"speech"
-0.00598,"speech"
-0.00552,"speech"
-0.00937,"speech"
-0.00989,"speech"
-0.01193,"speech"
-0.01300,"speech"
-0.01117,"speech"
-0.00299,"speech"
-0.00183,"speech"
-0.00098,"speech"
0.00211,"speech"
0.00626,"speech"
0.00839,"speech"
0.01199,"speech"
0.01434,"speech"
0.01285,"speech"
0.01361,"speech"
0.01685,"speech"
0.01175,"speech"
0.00281,"speech"
0.00067,"speech"
0.00211,"speech"
0.00079,"speech"
-0.00269,"speech"
-0.00519,"speech"
-0.01001,"speech"
-0.01202,"speech"
-0.01062,"speech"
-0.00900,"speech"
-0.00952,"speech"
-0.00809,"speech"
-0.00620,"speech"
-0.00601,"speech"
-0.00943,"speech"
-0.01254,"speech"
-0.01346,"speech"
-0.01279,"speech"
-0.01520,"speech"
-0.01843,"speech"
-0.01627,"speech"
-0.01382,"speech"
-0.01596,"speech"
-0.01648,"speech"
-0.01370,"speech"
-0.01508,"speech"
-0.01495,"speech"
-0.00687,"speech"
0.01044,"speech"
0.02188,"speech"
0.02466,"speech"
0.02377,"speech"
0.02408,"speech"
0.02237,"speech"
0.02655,"speech"
0.03046,"speech"
0.03229,"speech"
0.02475,"speech"
0.01767,"speech"
0.00696,"speech"
-0.00156,"speech"
-0.01126,"speech"
-0.01074,"speech"
-0.01053,"speech"
-0.00989,"speech"
-0.01443,"speech"
-0.01508,"speech"
-0.01678,"speech"
-0.01337,"speech"
-0.00980,"speech"
-0.00253,"speech"
0.00055,"speech"
0.00458,"speech"
0.00720,"speech"
0.00995,"speech"
0.00919,"speech"
0.01245,"speech"
0.01581,"speech"
0.01733,"speech"
0.01807,"speech"
0.01688,"speech"
0.00885,"speech"
0.00128,"speech"
-0.00021,"speech"
0.00110,"speech"
-0.00052,"speech"
-0.00287,"speech"
-0.00693,"speech"
-0.01324,"speech"
-0.01697,"speech"
-0.01428,"speech"
-0.01178,"speech"
-0.00977,"speech"
-0.00766,"speech"
-0.00562,"speech"
-0.00674,"speech"
-0.00732,"speech"
-0.00961,"speech"
-0.00949,"speech"
-0.01068,"speech"
-0.01141,"speech"
-0.01627,"speech"
-0.01624,"speech"
-0.01611,"speech"
-0.01569,"speech"
-0.01904,"speech"
-0.01645,"speech"
-0.01761,"speech"
-0.01511,"speech"
-0.00528,"speech"
0.01913,"speech"
0.02960,"speech"
0.03018,"speech"
0.02692,"speech"
0.02866,"speech"
0.02490,"speech"
0.02695,"speech"
0.03268,"speech"
0.03381,"speech"
0.02161,"speech"
0.01074,"speech"
0.00082,"speech"
-0.01013,"speech"
-0.01691,"speech"
-0.01508,"speech"
-0.01187,"speech"
-0.01456,"speech"
-0.01663,"speech"
-0.01825,"speech"
-0.01761,"speech"
-0.01434,"speech"
-0.00671,"speech"
-0.00043,"speech"
0.00345,"speech"
0.00586,"speech"
0.00998,"speech"
0.01126,"speech"
0.01260,"speech"
0.01511,"speech"
0.01749,"speech"
0.01855,"speech"
0.01910,"speech"
0.01691,"speech"
0.00903,"speech"
0.00143,"speech"
-0.00101,"speech"
-0.00208,"speech"
-0.00415,"speech"
-0.00510,"speech"
-0.00885,"speech"
-0.01526,"speech"
-0.01895,"speech"
-0.01559,"speech"
-0.01215,"speech"
-0.00894,"speech"
-0.00626,"speech"
-0.00516,"speech"
-0.00592,"speech"
-0.00552,"speech"
-0.00610,"speech"
-0.00757,"speech"
-0.00922,"speech"
-0.01038,"speech"
-0.01550,"speech"
-0.01843,"speech"
-0.01740,"speech"
-0.01810,"speech"
-0.01718,"speech"
-0.01736,"speech"
-0.02032,"speech"
-0.01770,"speech"
0.00067,"speech"
0.02872,"speech"
0.03568,"speech"
0.03229,"speech"
0.02832,"speech"
0.02890,"speech"
0.02438,"speech"
0.03143,"speech"
0.03580,"speech"
0.03320,"speech"
0.01736,"speech"
0.00967,"speech"
-0.00421,"speech"
-0.01675,"speech"
-0.02383,"speech"
-0.01767,"speech"
-0.01642,"speech"
-0.01779,"speech"
-0.01938,"speech"
-0.01956,"speech"
-0.01999,"speech"
-0.01523,"speech"
-0.00632,"speech"
-0.00021,"speech"
0.00580,"speech"
0.01068,"speech"
0.01578,"speech"
0.01459,"speech"
0.01456,"speech"
0.01471,"speech"
0.01947,"speech"
0.02069,"speech"
0.02106,"speech"
0.01785,"speech"
0.01004,"speech"
0.00226,"speech"
-0.00183,"speech"
-0.00510,"speech"
-0.01083,"speech"
-0.01086,"speech"
-0.00864,"speech"
-0.01050,"speech"
-0.01669,"speech"
-0.01773,"speech"
-0.01801,"speech"
-0.01352,"speech"
-0.00644,"speech"
0.00153,"speech"
0.00085,"speech"
-0.00128,"speech"
-0.00436,"speech"
-0.00482,"speech"
-0.00565,"speech"
-0.00714,"speech"
-0.01224,"speech"
-0.01715,"speech"
-0.02032,"speech"
-0.01862,"speech"
-0.01917,"speech"
-0.02060,"speech"
-0.02689,"speech"
-0.02725,"speech"
-0.01385,"speech"
0.02182,"speech"
0.04214,"speech"
0.04193,"speech"
0.03055,"speech"
0.02847,"speech"
0.02493,"speech"
0.02921,"speech"
0.03851,"speech"
0.04279,"speech"
0.02774,"speech"
0.01337,"speech"
-0.00058,"speech"
-0.01617,"speech"
-0.02713,"speech"
-0.02396,"speech"
-0.01813,"speech"
-0.01993,"speech"
-0.02112,"speech"
-0.02219,"speech"
-0.02286,"speech"
-0.02286,"speech"
-0.01453,"speech"
-0.00601,"speech"
0.00354,"speech"
0.01096,"speech"
0.01855,"speech"
0.01678,"speech"
0.01529,"speech"
0.01486,"speech"
0.01959,"speech"
0.02499,"speech"
0.02634,"speech"
0.02350,"speech"
0.01834,"speech"
0.00708,"speech"
-0.00336,"speech"
-0.00693,"speech"
-0.00403,"speech"
-0.00809,"speech"
-0.01312,"speech"
-0.01471,"speech"
-0.01633,"speech"
-0.02130,"speech"
-0.02026,"speech"
-0.01514,"speech"
-0.00879,"speech"
-0.00485,"speech"
0.00110,"speech"
0.00150,"speech"
0.00082,"speech"
-0.00134,"speech"
-0.00055,"speech"
-0.00290,"speech"
-0.00580,"speech"
-0.01257,"speech"
-0.01709,"speech"
-0.02167,"speech"
-0.02118,"speech"
-0.02264,"speech"
-0.02325,"speech"
-0.02872,"speech"
-0.03003,"speech"
-0.01370,"speech"
0.02768,"speech"
0.05029,"speech"
0.04727,"speech"
0.02960,"speech"
0.02902,"speech"
0.02570,"speech"
0.03021,"speech"
0.03979,"speech"
0.04666,"speech"
0.02792,"speech"
0.00970,"speech"
-0.00610,"speech"
-0.01852,"speech"
-0.03320,"speech"
-0.02835,"speech"
-0.02158,"speech"
-0.02063,"speech"
-0.02521,"speech"
-0.02332,"speech"
-0.02341,"speech"
-0.02417,"speech"
-0.01770,"speech"
-0.00433,"speech"
0.00638,"speech"
0.01465,"speech"
0.02148,"speech"
0.02142,"speech"
0.01758,"speech"
0.01578,"speech"
0.01941,"speech"
0.02164,"speech"
0.02539,"speech"
0.02737,"speech"
0.02328,"speech"
0.01291,"speech"
-0.00281,"speech"
-0.01102,"speech"
-0.01059,"speech"
-0.00635,"speech"
-0.00766,"speech"
-0.01306,"speech"
-0.02066,"speech"
-0.02472,"speech"
-0.02423,"speech"
-0.01599,"speech"
-0.00983,"speech"
-0.00415,"speech"
-0.00073,"speech"
0.00269,"speech"
0.00223,"speech"
0.00214,"speech"
0.00204,"speech"
0.00046,"speech"
-0.00296,"speech"
-0.00848,"speech"
-0.01553,"speech"
-0.02176,"speech"
-0.02493,"speech"
-0.02588,"speech"
-0.02698,"speech"
-0.03235,"speech"
-0.03506,"speech"
-0.02435,"speech"
0.02094,"speech"
0.05481,"speech"
0.05582,"speech"
0.03244,"speech"
0.02692,"speech"
0.02777,"speech"
0.03171,"speech"
0.04086,"speech"
0.05331,"speech"
0.03680,"speech"
0.01248,"speech"
-0.00638,"speech"
-0.01767,"speech"
-0.03525,"speech"
-0.03610,"speech"
-0.02591,"speech"
-0.02277,"speech"
-0.02750,"speech"
-0.02704,"speech"
-0.02469,"speech"
-0.02701,"speech"
-0.02405,"speech"
-0.00934,"speech"
0.00668,"speech"
0.01624,"speech"
0.02591,"speech"
0.02722,"speech"
0.02255,"speech"
0.01642,"speech"
0.01990,"speech"
0.02335,"speech"
0.02484,"speech"
0.02551,"speech"
0.02234,"speech"
0.01138,"speech"
0.00238,"speech"
-0.00671,"speech"
-0.01309,"speech"
-0.01602,"speech"
-0.00952,"speech"
-0.00906,"speech"
-0.01456,"speech"
-0.02280,"speech"
-0.02338,"speech"
-0.02063,"speech"
-0.01154,"speech"
-0.00363,"speech"
0.00348,"speech"
0.00330,"speech"
0.00528,"speech"
0.00433,"speech"
0.00549,"speech"
0.00317,"speech"
0.00253,"speech"
-0.00070,"speech"
-0.00534,"speech"
-0.01562,"speech"
-0.02390,"speech"
-0.03000,"speech"
-0.03122,"speech"
-0.03192,"speech"
-0.03522,"speech"
-0.03711,"speech"
-0.03613,"speech"
0.00146,"speech"
0.05023,"speech"
0.06598,"speech"
0.04425,"speech"
0.02823,"speech"
0.03348,"speech"
0.03473,"speech"
0.03793,"speech"
0.05310,"speech"
0.05099,"speech"
0.02170,"speech"
-0.00259,"speech"
-0.01407,"speech"
-0.02866,"speech"
-0.04520,"speech"
-0.03595,"speech"
-0.02902,"speech"
-0.02930,"speech"
-0.03339,"speech"
-0.02533,"speech"
-0.02716,"speech"
-0.02887,"speech"
-0.01956,"speech"
0.00299,"speech"
0.01541,"speech"
0.02670,"speech"
0.03223,"speech"
0.03125,"speech"
0.02359,"speech"
0.02301,"speech"
0.02637,"speech"
0.02692,"speech"
0.02518,"speech"
0.02438,"speech"
0.01498,"speech"
0.00211,"speech"
-0.00824,"speech"
-0.01205,"speech"
-0.01654,"speech"
-0.01694,"speech"
-0.01477,"speech"
-0.01678,"speech"
-0.02197,"speech"
-0.02274,"speech"
-0.01913,"speech"
-0.01370,"speech"
-0.00674,"speech"
0.00195,"speech"
0.00626,"speech"
0.00735,"speech"
0.00839,"speech"
0.00778,"speech"
0.00693,"speech"
0.00497,"speech"
0.00266,"speech"
-0.00208,"speech"
-0.00891,"speech"
-0.01935,"speech"
-0.02844,"speech"
-0.03464,"speech"
-0.03467,"speech"
-0.03470,"speech"
-0.03778,"speech"
-0.03870,"speech"
-0.03088,"speech"
0.01849,"speech"
0.06262,"speech"
0.06915,"speech"
0.03949,"speech"
0.02841,"speech"
0.03314,"speech"
0.03864,"speech"
0.04565,"speech"
0.05978,"speech"
0.04208,"speech"
0.01074,"speech"
-0.01120,"speech"
-0.01910,"speech"
-0.03851,"speech"
-0.04807,"speech"
-0.03839,"speech"
-0.03308,"speech"
-0.03345,"speech"
-0.03046,"speech"
-0.02371,"speech"
-0.03052,"speech"
-0.03000,"speech"
-0.01181,"speech"
0.01205,"speech"
0.02304,"speech"
0.03433,"speech"
0.03833,"speech"
0.03415,"speech"
0.02557,"speech"
0.02759,"speech"
0.02789,"speech"
0.02484,"speech"
0.02264,"speech"
0.02072,"speech"
0.00790,"speech"
-0.00778,"speech"
-0.01770,"speech"
-0.02328,"speech"
-0.02618,"speech"
-0.01657,"speech"
-0.00583,"speech"
-0.00967,"speech"
-0.02014,"speech"
-0.02301,"speech"
-0.01846,"speech"
-0.01059,"speech"
0.00119,"speech"
0.01053,"speech"
0.01270,"speech"
0.01224,"speech"
0.01151,"speech"
0.00620,"speech"
0.00180,"speech"
0.00034,"speech"
0.00162,"speech"
-0.00165,"speech"
-0.00757,"speech"
-0.01935,"speech"
-0.03183,"speech"
-0.04114,"speech"
-0.04199,"speech"
-0.03922,"speech"
-0.03836,"speech"
-0.03918,"speech"
-0.03418,"speech"
0.01035,"speech"
0.06476,"speech"
0.07550,"speech"
0.04895,"speech"
0.02975,"speech"
0.03830,"speech"
0.04254,"speech"
0.04993,"speech"
0.05975,"speech"
0.04901,"speech"
0.01248,"speech"
-0.01047,"speech"
-0.02350,"speech"
-0.03745,"speech"
-0.05441,"speech"
-0.04422,"speech"
-0.04123,"speech"
-0.03741,"speech"
-0.03510,"speech"
-0.02438,"speech"
-0.03073,"speech"
-0.03049,"speech"
-0.01523,"speech"
0.01266,"speech"
0.02582,"speech"
0.03870,"speech"
0.04428,"speech"
0.04169,"speech"
0.03110,"speech"
0.02878,"speech"
0.02972,"speech"
0.02722,"speech"
0.02264,"speech"
0.01575,"speech"
0.00433,"speech"
-0.00952,"speech"
-0.02048,"speech"
-0.02609,"speech"
-0.02954,"speech"
-0.02194,"speech"
-0.01349,"speech"
-0.01010,"speech"
-0.01651,"speech"
-0.01886,"speech"
-0.01627,"speech"
-0.00662,"speech"
0.00314,"speech"
0.01434,"speech"
0.01535,"speech"
0.01443,"speech"
0.00934,"speech"
0.00888,"speech"
0.00638,"speech"
0.00574,"speech"
0.00195,"speech"
-0.00195,"speech"
-0.00735,"speech"
-0.01486,"speech"
-0.02628,"speech"
-0.03653,"speech"
-0.04218,"speech"
-0.04132,"speech"
-0.03821,"speech"
-0.03757,"speech"
-0.03711,"speech"
-0.03265,"speech"
0.00687,"speech"
0.06082,"speech"
0.07971,"speech"
0.05902,"speech"
0.03888,"speech"
0.04382,"speech"
0.04471,"speech"
0.04559,"speech"
0.05161,"speech"
0.04712,"speech"
0.01514,"speech"
-0.01016,"speech"
-0.02512,"speech"
-0.03873,"speech"
-0.05899,"speech"
-0.05405,"speech"
-0.04794,"speech"
-0.03940,"speech"
-0.03433,"speech"
-0.02258,"speech"
-0.02557,"speech"
-0.02728,"speech"
-0.01447,"speech"
0.01160,"speech"
0.02756,"speech"
0.04138,"speech"
0.05060,"speech"
0.04840,"speech"
0.03537,"speech"
0.02939,"speech"
0.02979,"speech"
0.02481,"speech"
0.01785,"speech"
0.01147,"speech"
0.00372,"speech"
-0.01013,"speech"
-0.02213,"speech"
-0.03110,"speech"
-0.03687,"speech"
-0.03427,"speech"
-0.01773,"speech"
-0.00348,"speech"
-0.00391,"speech"
-0.01080,"speech"
-0.01361,"speech"
-0.01035,"speech"
-0.00018,"speech"
0.01450,"speech"
0.02222,"speech"
0.02005,"speech"
0.01401,"speech"
0.01062,"speech"
0.00494,"speech"
0.00107,"speech"
-0.00229,"speech"
-0.00476,"speech"
-0.00970,"speech"
-0.01407,"speech"
-0.02319,"speech"
-0.03464,"speech"
-0.04431,"speech"
-0.04575,"speech"
-0.04257,"speech"
-0.03894,"speech"
-0.03677,"speech"
-0.03140,"speech"
0.00351,"speech"
0.06042,"speech"
0.08340,"speech"
0.06424,"speech"
0.03912,"speech"
0.04175,"speech"
0.04532,"speech"
0.04880,"speech"
0.05423,"speech"
0.05048,"speech"
0.01614,"speech"
-0.01260,"speech"
-0.02887,"speech"
-0.03915,"speech"
-0.05811,"speech"
-0.05573,"speech"
-0.04996,"speech"
-0.04089,"speech"
-0.03473,"speech"
-0.02405,"speech"
-0.02591,"speech"
-0.02643,"speech"
-0.01434,"speech"
0.01114,"speech"
0.02985,"speech"
0.04465,"speech"
0.05258,"speech"
0.04788,"speech"
0.03604,"speech"
0.03061,"speech"
0.03027,"speech"
0.02451,"speech"
0.01752,"speech"
0.01059,"speech"
0.00174,"speech"
-0.01105,"speech"
-0.02301,"speech"
-0.03070,"speech"
-0.03473,"speech"
-0.02847,"speech"
-0.01917,"speech"
-0.01062,"speech"
-0.00989,"speech"
-0.01022,"speech"
-0.01166,"speech"
-0.00626,"speech"
0.00299,"speech"
0.01605,"speech"
0.01950,"speech"
0.01935,"speech"
0.01346,"speech"
0.01105,"speech"
0.00595,"speech"
0.00339,"speech"
-0.00021,"speech"
-0.00262,"speech"
-0.00833,"speech"
-0.01495,"speech"
-0.02463,"speech"
-0.03482,"speech"
-0.04385,"speech"
-0.04642,"speech"
-0.04193,"speech"
-0.03763,"speech"
-0.03549,"speech"
-0.03409,"speech"
-0.00797,"speech"
0.04764,"speech"
0.08148,"speech"
0.07321,"speech"
0.04565,"speech"
0.04211,"speech"
0.04599,"speech"
0.04980,"speech"
0.05231,"speech"
0.04871,"speech"
0.02054,"speech"
-0.00842,"speech"
-0.02524,"speech"
-0.03522,"speech"
-0.05389,"speech"
-0.06036,"speech"
-0.05490,"speech"
-0.04556,"speech"
-0.03528,"speech"
-0.02509,"speech"
-0.02292,"speech"
-0.02554,"speech"
-0.01572,"speech"
0.00681,"speech"
0.02750,"speech"
0.04276,"speech"
0.05222,"speech"
0.04980,"speech"
0.04010,"speech"
0.03345,"speech"
0.03177,"speech"
0.02444,"speech"
0.01532,"speech"
0.00861,"speech"
0.00049,"speech"
-0.00986,"speech"
-0.01996,"speech"
-0.03030,"speech"
-0.03549,"speech"
-0.03815,"speech"
-0.02765,"speech"
-0.01083,"speech"
0.00211,"speech"
0.00006,"speech"
-0.00705,"speech"
-0.00909,"speech"
-0.00040,"speech"
0.01102,"speech"
0.02362,"speech"
0.02448,"speech"
0.01895,"speech"
0.00925,"speech"
0.00568,"speech"
0.00049,"speech"
0.00024,"speech"
-0.00613,"speech"
-0.01041,"speech"
-0.01605,"speech"
-0.01855,"speech"
-0.02719,"speech"
-0.03979,"speech"
-0.04874,"speech"
-0.04919,"speech"
-0.04074,"speech"
-0.03464,"speech"
-0.02939,"speech"
-0.02374,"speech"
0.01614,"speech"
0.06732,"speech"
0.08463,"speech"
0.06332,"speech"
0.04507,"speech"
0.04807,"speech"
0.05038,"speech"
0.04831,"speech"
0.05212,"speech"
0.03735,"speech"
0.00342,"speech"
-0.02277,"speech"
-0.03079,"speech"
-0.04279,"speech"
-0.06168,"speech"
-0.06342,"speech"
-0.05524,"speech"
-0.04245,"speech"
-0.03015,"speech"
-0.02112,"speech"
-0.02216,"speech"
-0.02020,"speech"
-0.00449,"speech"
0.02029,"speech"
0.03818,"speech"
0.05286,"speech"
0.05466,"speech"
0.04681,"speech"
0.03690,"speech"
0.03537,"speech"
0.02945,"speech"
0.01758,"speech"
0.00793,"speech"
0.00183,"speech"
-0.00870,"speech"
-0.01910,"speech"
-0.02670,"speech"
-0.03494,"speech"
-0.03674,"speech"
-0.02966,"speech"
-0.01678,"speech"
-0.00983,"speech"
-0.00592,"speech"
-0.00385,"speech"
-0.00220,"speech"
0.00082,"speech"
0.00983,"speech"
0.01852,"speech"
0.02286,"speech"
0.02051,"speech"
0.01627,"speech"
0.01025,"speech"
0.00516,"speech"
0.00003,"speech"
-0.00439,"speech"
-0.00748,"speech"
-0.01129,"speech"
-0.01688,"speech"
-0.02518,"speech"
-0.03516,"speech"
-0.04453,"speech"
-0.04755,"speech"
-0.04385,"speech"
-0.03671,"speech"
-0.03409,"speech"
-0.03320,"speech"
-0.01950,"speech"
0.03009,"speech"
0.07922,"speech"
0.08514,"speech"
0.05920,"speech"
0.04391,"speech"
0.04849,"speech"
0.04941,"speech"
0.05069,"speech"
0.04971,"speech"
0.02774,"speech"
-0.00583,"speech"
-0.02267,"speech"
-0.02957,"speech"
-0.04691,"speech"
-0.06686,"speech"
-0.06516,"speech"
-0.05423,"speech"
-0.03796,"speech"
-0.02551,"speech"
-0.01959,"speech"
-0.02380,"speech"
-0.01938,"speech"
-0.00085,"speech"
0.02505,"speech"
0.04291,"speech"
0.05429,"speech"
0.05127,"speech"
0.04410,"speech"
0.03922,"speech"
0.03668,"speech"
0.02612,"speech"
0.01361,"speech"
0.00668,"speech"
0.00052,"speech"
-0.00916,"speech"
-0.01648,"speech"
-0.02786,"speech"
-0.03891,"speech"
-0.03809,"speech"
-0.02536,"speech"
-0.01276,"speech"
-0.01065,"speech"
-0.00845,"speech"
-0.00662,"speech"
-0.00385,"speech"
0.00232,"speech"
0.01328,"speech"
0.01996,"speech"
0.02075,"speech"
0.01831,"speech"
0.01718,"speech"
0.01138,"speech"
0.00540,"speech"
-0.00137,"speech"
-0.00485,"speech"
-0.00742,"speech"
-0.01047,"speech"
-0.01740,"speech"
-0.02762,"speech"
-0.03995,"speech"
-0.04669,"speech"
